,label,start,end,context,text,source,article_id
5932,Loaded_Language,9741,9756,It skewers them.,It skewers them,train,701837665
5933,"Name_Calling,Labeling",9780,9814,"Why, just look at how they call Julian Assange a traitor and he isn’t even an American.",they call Julian Assange a traitor,train,701837665
5934,"Name_Calling,Labeling",10090,10111,"And they’re going to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist skate blissfully across the Cold War stage of history with nary any abuse or harassment at all?",self-avowed communist,train,701837665
5935,"Exaggeration,Minimisation",10112,10206,"And they’re going to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist skate blissfully across the Cold War stage of history with nary any abuse or harassment at all?",skate blissfully across the Cold War stage of history with nary any abuse or harassment at all,train,701837665
5936,Doubt,10208,10227,Don’t make me laugh.,Don’t make me laugh,train,701837665
5937,Causal_Oversimplification,10802,10972,"The mosaic starts to be filled out: They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency.","They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency",train,701837665
5938,Causal_Oversimplification,11844,11915,"It was also why he was sent to Mexico City, where he would be ordered to visit the Cuban and Soviet Embassies, no doubt being told that he was being prepared for an important mission, maybe to enter Cuba to assassinate Castro.",no doubt being told that he was being prepared for an important mission,train,701837665
5939,Thought-terminating_Cliches,11964,12007,But no government operation ever goes perfectly.,no government operation ever goes perfectly,train,701837665
5940,Loaded_Language,12031,12047,Things obviously went dreadfully wrong with the Mexico City operation because the investigation into it after the assassination was quickly shut down.,dreadfully wrong,train,701837665
5941,Loaded_Language,12178,12197,"Today, it remains shrouded in mystery.",shrouded in mystery,train,701837665
5942,Flag-Waving,12381,12476,"Ever since the assassination, the CIA has argued that the release of any of its JFK records would threaten “national security.” One thing is for sure and undeniable: Despite the release of many of the CIA’s records in the 1990s and yesterday, the United States did not fall into the ocean or fall to the communists.",the CIA has argued that the release of any of its JFK records would threaten “national security,train,701837665
5943,"Exaggeration,Minimisation",12594,12665,"Ever since the assassination, the CIA has argued that the release of any of its JFK records would threaten “national security.” One thing is for sure and undeniable: Despite the release of many of the CIA’s records in the 1990s and yesterday, the United States did not fall into the ocean or fall to the communists.",the United States did not fall into the ocean or fall to the communists,train,701837665
5944,Loaded_Language,16,32,Catholic bishop purges the names of his predecessors from church buildings for failing to protect children,purges the names,train,776535164
5945,Loaded_Language,485,500,"No other Catholic prelate has conducted such a blanket purge of his predecessors' legacies, The New York Times reports.",a blanket purge,train,776535164
5946,Loaded_Language,1688,1700,"The Catholic Church is already reeling over the revelations that former Washington Archbishop Theodore McCormick, who resigned as a cardinal over the weekend after being sanctioned by Pope Francis, has been credibly accused of sexually abusing at least two boys decades ago.",reeling over,train,776535164
5947,"Exaggeration,Minimisation",482,487,The Hammonds are multi-generation cattle ranchers in Oregon imprisoned in connection with a fire that leaked onto a small portion of neighboring public grazing land.,small,train,770956434
5948,Loaded_Language,1360,1380,"At the Hammonds’ original sentencing, the judge noted that they are respected in the community and that imposing the mandatory minimum, 5-year prison sentence would “shock the conscience” and be “grossly disproportionate to the severity” of their conduct.",shock the conscience,train,770956434
5949,Loaded_Language,1390,1430,"At the Hammonds’ original sentencing, the judge noted that they are respected in the community and that imposing the mandatory minimum, 5-year prison sentence would “shock the conscience” and be “grossly disproportionate to the severity” of their conduct.",grossly disproportionate to the severity,train,770956434
5950,Loaded_Language,1560,1571,"The previous administration, however, filed an overzealous appeal that resulted in the Hammonds being sentenced to five years in prison.",overzealous,train,770956434
5951,"Name_Calling,Labeling",1659,1665,This was unjust.,unjust,train,770956434
5952,"Name_Calling,Labeling",1925,1943,"The Hammonds are devoted family men, respected contributors to their local community, and have widespread support from their neighbors, local law enforcement, and farmers and ranchers across the West.",devoted family men,train,770956434
5953,"Name_Calling,Labeling",1945,1992,"The Hammonds are devoted family men, respected contributors to their local community, and have widespread support from their neighbors, local law enforcement, and farmers and ranchers across the West.",respected contributors to their local community,train,770956434
5954,"Name_Calling,Labeling",2176,2194,"Justice is overdue for Dwight and Steven Hammond, both of whom are entirely deserving of these Grants of Executive Clemency.",entirely deserving,train,770956434
5955,Loaded_Language,2583,2592,It should be noted that the protests that took place in Oregon a couple of years ago were a response to the injustice the Hammonds faced.,injustice,train,770956434
5956,"Name_Calling,Labeling",2884,2891,"No doubt, Finicum would have been found not guilty as well, but that's not how tyrants work, is it?",tyrants,train,770956434
5957,Appeal_to_fear-prejudice,214,263,"Seventeen people in northwest Democratic Republic of Congo (DRC) have died from Ebola, the health ministry said on Tuesday, describing the fresh outbreak as a ""public health emergency with international impact.""",public health emergency with international impact,train,754179642
5958,Appeal_to_fear-prejudice,1928,1966,"Ebola is one of the world's most notorious diseases, being both highly infectious and extremely lethal.",highly infectious and extremely lethal,train,754179642
5959,Loaded_Language,35,61,Capitol Police “Accidentally” Gave Treasure Trove of Evidence To Muslim IT Spy's Defense Attorney,Treasure Trove of Evidence,train,759337941
5960,"Name_Calling,Labeling",65,97,Capitol Police “Accidentally” Gave Treasure Trove of Evidence To Muslim IT Spy's Defense Attorney,Muslim IT Spy's Defense Attorney,train,759337941
5961,Doubt,99,111,Capitol Police “Accidentally” Gave Treasure Trove of Evidence To Muslim IT Spy's Defense Attorney,Accidentally,train,759337941
5962,Loaded_Language,113,131,Color me skeptical.,Color me skeptical,train,759337941
5963,"Name_Calling,Labeling",133,182,"The Democrats are criminal, treasonous and sleazy.","The Democrats are criminal, treasonous and sleazy",train,759337941
5964,"Name_Calling,Labeling",194,205,They gave this jihadi unfettered access to national security secrets.,this jihadi,train,759337941
5965,"Exaggeration,Minimisation",304,327,And the most powerful Democrats continue to protect jihad-treason.,most powerful Democrats,train,759337941
5966,Loaded_Language,348,361,And the most powerful Democrats continue to protect jihad-treason.,jihad-treason,train,759337941
5967,"Name_Calling,Labeling",402,414,The Democrat leadership collusion with Muslim spies is the biggest story of treason and espionage in the recent memory.,Muslim spies,train,759337941
5968,"Exaggeration,Minimisation",418,481,The Democrat leadership collusion with Muslim spies is the biggest story of treason and espionage in the recent memory.,the biggest story of treason and espionage in the recent memory,train,759337941
5969,"Exaggeration,Minimisation",528,557,"As the scandal widens and worsens, the media goes to extraordinary lengths not to cover it.",goes to extraordinary lengths,train,759337941
5970,Loaded_Language,1184,1219,"Hellbent to destroy President Trump, they toil in Soviet fictions and titillating porn stories.",Hellbent to destroy President Trump,train,759337941
5971,Loaded_Language,1226,1278,"Hellbent to destroy President Trump, they toil in Soviet fictions and titillating porn stories.",toil in Soviet fictions and titillating porn stories,train,759337941
5972,Loaded_Language,1342,1360,House investigators found the House server was being used for nefarious purposes and the alleged Muslim spies were removing information and sending it for foreign actors.,nefarious purposes,train,759337941
5973,"Name_Calling,Labeling",1369,1389,House investigators found the House server was being used for nefarious purposes and the alleged Muslim spies were removing information and sending it for foreign actors.,alleged Muslim spies,train,759337941
5974,"Name_Calling,Labeling",1606,1621,Now we hear the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.,Muslim spy ring,train,759337941
5975,Repetition,1606,1616,Now we hear the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.,Muslim spy,train,759337941
5976,"Name_Calling,Labeling",1777,1817,"CAPITOL POLICE ACCIDENTALLY GAVE EVIDENCE TO HOUSE HACKING SUSPECT’S DEFENSE ATTORNEY By Luke Rosiak on May 24, 2018:",HOUSE HACKING SUSPECT’S DEFENSE ATTORNEY,train,759337941
5977,Loaded_Language,2042,2063,Democrats appear to want to keep the case out of court; a trial could expose their reckless IT practices,reckless IT practices,train,759337941
5978,Doubt,2064,2224,Capitol Police didn’t make arrests despite numerous red flags and then ‘inadvertently’ gave evidence to defense attorneys that was supposed to go to prosecutors,Capitol Police didn’t make arrests despite numerous red flags and then ‘inadvertently’ gave evidence to defense attorneys that was supposed to go to prosecutors,train,759337941
5979,Loaded_Language,2380,2397,"The Capitol Police turned over a trove of evidence in the alleged Imran Awan House cyberbreach and theft case to the defense attorneys when they were supposed to deliver it to prosecutors instead, according to court documents and a source.",trove of evidence,train,759337941
5980,"Exaggeration,Minimisation",2987,3010,"“The cop came to [Awan’s defense attorney] Chris Gowen’s office with a stack of papers … Then he came back and said, ‘I thought you guys were the other party.’ He was very, very angry.","He was very, very angry",train,759337941
5981,Loaded_Language,143,169,In the future everyone will be the subject of social justice crybullying for 15 minutes.,social justice crybullying,train,999001970
5982,"Exaggeration,Minimisation",186,249,"Also the Left killed comedy.
This is what its corpse looks like","Also the Left killed comedy.
This is what its corpse looks like",train,999001970
5983,Slogans,191,213,Also the Left killed comedy.,the Left killed comedy,train,999001970
5984,"Exaggeration,Minimisation",1043,1148,"Patel joked that being gay cannot be a choice because “no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it.’”","no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it",train,999001970
5985,"Name_Calling,Labeling",1164,1183,That's what Columbia snowflakes thought was offensive.,Columbia snowflakes,train,999001970
5986,"Exaggeration,Minimisation",1607,1674,"Comrades, these jokes you have been listening to are thought crimes!","Comrades, these jokes you have been listening to are thought crimes",train,999001970
5987,"Name_Calling,Labeling",1660,1674,"Comrades, these jokes you have been listening to are thought crimes!",thought crimes,train,999001970
5988,"Exaggeration,Minimisation",2611,2651,"I'm sure Patel felt very, like, accepted.","I'm sure Patel felt very, like, accepted",train,999001970
5989,Repetition,818,832,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal aliens,train,706088110
5990,Causal_Oversimplification,1019,1068,"They filed a case in the Federal courts and were assigned to a Kritarch, Patti Saris, who apparently thinks she runs immigration policy, even after aliens have had their day in court.",who apparently thinks she runs immigration policy,train,706088110
5991,Repetition,1081,1087,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,aliens,train,706088110
5992,Causal_Oversimplification,1117,1229,Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy.,Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy,train,706088110
5993,Repetition,1330,1344,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal aliens,train,706088110
5994,Repetition,2103,2117,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal aliens,train,706088110
5995,"Whataboutism,Straw_Men,Red_Herring",2203,2282,Rombot was taken into custody because he had an outstanding Final Order Of Removal; that's a big difference and symptomatic of the lies from reporters like Raymond.,that's a big difference and symptomatic of the lies from reporters like Raymond,train,706088110
5996,Repetition,2578,2591,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal alien,train,706088110
5997,Repetition,2914,2928,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal aliens,train,706088110
5998,Repetition,3223,3236,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal alien,train,706088110
5999,Repetition,3279,3292,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal alien,train,706088110
6000,Repetition,3458,3472,The claims were rejected as unsubstantiated and the illegal aliens ordered deported.,illegal aliens,train,706088110
6001,Black-and-White_Fallacy,3513,3590,"Time for Congress to impeach Saris and to remove authority from lesser courts to review immigration law enforcement, detention, and deportation decisions.",Time for Congress to impeach Saris and to remove authority from lesser courts,train,706088110
6002,"Exaggeration,Minimisation",14,33,NASA captures farthest ever image from Earth,farthest ever image,train,729549972
6003,Loaded_Language,154,169,NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.,record-breaking,train,729549972
6004,"Name_Calling,Labeling",1303,1321,"In 1994, US astronomer Carl Sagan reflected on the significance of the photograph to an audience at Cornell University, famously coining its name as the ""Pale Blue Dot"", and giving one of the most widely published speeches of all time.","the ""Pale Blue Dot",train,729549972
6005,"Name_Calling,Labeling",1413,1431,© Other A zoomed-in version of the 'Pale Blue Dot' image,the 'Pale Blue Dot,train,729549972
6006,"Exaggeration,Minimisation",1652,1701,"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",the most-distant course-correction manoeuvre ever,train,729549972
6007,"Exaggeration,Minimisation",1845,1888,"""That New Year's flight past MU69 will be the farthest planetary encounter in history, happening one billion miles beyond the Pluto system - which New Horizons famously explored in July 2015,"" said NASA.",the farthest planetary encounter in history,train,729549972
6008,"Exaggeration,Minimisation",2347,2381,"The mission controllers at the Johns Hopkins Applied Physics Laboratory in Laurel, Maryland, will bring the spacecraft out of its electronic slumber in June to begin a series of system checkouts and other activities to prepare it for the next record-breaking encounter.",the next record-breaking encounter,train,729549972
6009,Repetition,2356,2371,NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.,record-breaking,train,729549972
6010,Loaded_Language,2356,2371,NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.,record-breaking,train,729549972
6011,Loaded_Language,3936,3945,"Ebola, a haemorrhagic fever, killed at least 11,000 across the world after it decimated West Africa and spread rapidly over the space of two years.",decimated,train,756114837
6012,Causal_Oversimplification,114,174,"Whatever else might be said about the assassination of President Kennedy, one thing is for sure: The cover-up of this particular U.S. regime-change operation was one of the most ingenious and cunning plots ever designed.",The cover-up of this particular U.S. regime-change operation,train,703821117
6013,"Exaggeration,Minimisation",179,236,"Whatever else might be said about the assassination of President Kennedy, one thing is for sure: The cover-up of this particular U.S. regime-change operation was one of the most ingenious and cunning plots ever designed.",one of the most ingenious and cunning plots ever designed,train,703821117
6014,Loaded_Language,195,222,"Whatever else might be said about the assassination of President Kennedy, one thing is for sure: The cover-up of this particular U.S. regime-change operation was one of the most ingenious and cunning plots ever designed.",ingenious and cunning plots,train,703821117
6015,Flag-Waving,472,532,"As far back as 1953, the CIA published an assassination manual that the CIA succeeded in keeping secret from the American people for more than 40 years.",the CIA succeeded in keeping secret from the American people,train,703821117
6016,Flag-Waving,833,880,"That was around the time that the Assassination Records Review Board, which was overseeing the mandatory release of JFK-related assassination records of the CIA and other federal agencies that had been kept secret from the American people since 1963.",kept secret from the American people since 1963,train,703821117
6017,Loaded_Language,2350,2366,"The CIA published that secret assassination manual as part of its preparations for a U.S. regime-change operation in Guatemala, one that was designed to violently remove the nation’s democratically elected socialist president, Jacobo Arbenz, from office and replace him with an unelected, right-wing, pro-U.S. military general.",violently remove,train,703821117
6018,"Name_Calling,Labeling",2475,2523,"The CIA published that secret assassination manual as part of its preparations for a U.S. regime-change operation in Guatemala, one that was designed to violently remove the nation’s democratically elected socialist president, Jacobo Arbenz, from office and replace him with an unelected, right-wing, pro-U.S. military general.","unelected, right-wing, pro-U.S. military general",train,703821117
6019,"Exaggeration,Minimisation",3368,3383,"Although Arbenz was able to escape the country, the CIA’s regime-change operation was a total success, with Arbenz being replaced by the pro-U.S. Gen. Carlos Castillo Armas, who proceeded to instigate a reign of terror across Guatemala.",a total success,train,703821117
6020,Loaded_Language,3483,3500,"Although Arbenz was able to escape the country, the CIA’s regime-change operation was a total success, with Arbenz being replaced by the pro-U.S. Gen. Carlos Castillo Armas, who proceeded to instigate a reign of terror across Guatemala.",a reign of terror,train,703821117
6021,"Exaggeration,Minimisation",3519,3571,The Guatemalan operation was brilliant and ingenious.,The Guatemalan operation was brilliant and ingenious,train,703821117
6022,"Exaggeration,Minimisation",3893,3974,The CIA’s cover-up in the JFK assassination was even more brilliant and ingenious.,The CIA’s cover-up in the JFK assassination was even more brilliant and ingenious,train,703821117
6023,"Exaggeration,Minimisation",5022,5080,"That’s where the brilliance, ingenuity, and cunningness of the cover-up come into play.","the brilliance, ingenuity, and cunningness of the cover-up",train,703821117
6024,Causal_Oversimplification,5281,5373,"There could be only one answer: communists.
Soviet and Cuban communists, to be more specific","There could be only one answer: communists.
Soviet and Cuban communists, to be more specific",train,703821117
6025,"Bandwagon,Reductio_ad_hitlerum",5281,5323,There could be only one answer: communists.,There could be only one answer: communists,train,703821117
6026,"Bandwagon,Reductio_ad_hitlerum",6046,6098,"He has confederates firing from the front, who almost certainly are Soviet and Cuban communists, especially since Oswald has supposedly just recently visited the Soviet and Cuban embassies in Mexico City.",who almost certainly are Soviet and Cuban communists,train,703821117
6027,"Name_Calling,Labeling",6445,6453,That means nuclear war is about to break out because there is no way that the United States is going to sit idly by when the Reds have just assassinated America’s president.,the Reds,train,703821117
6028,Causal_Oversimplification,6520,6609,"The communist part and the nuclear-war part were concocted.
That was all part of the plan","The communist part and the nuclear-war part were concocted.
That was all part of the plan",train,703821117
6029,"Exaggeration,Minimisation",6620,6637,That was the ingenious way that the CIA was able to get the investigation into the assassination squelched just as soon as Oswald was murdered.,the ingenious way,train,703821117
6030,Flag-Waving,7264,7314,The issue was so sensitive that Warren ordered the members of the commission to never reveal the meeting to the American people.,to never reveal the meeting to the American people,train,703821117
6031,Loaded_Language,7674,7693,"This troubling issue arose again yesterday, November 2, in the Washington Post in an article entitled “Tantalizing Mystery of JFK Assassination Files Solved – 23 Years Ago.” In the article, author Ian Shapira points out that among the long-secret CIA records that were recently released was a deposition of former CIA Director Richard Helms taken in 1975 before the President’s Commission on CIA Activities, which stated as follows:",Tantalizing Mystery,train,703821117
6032,Doubt,10469,10570,"Shapira ends his article by suggesting that commentators should do more complete research, maybe even use Google, before they jump to conclusions.","commentators should do more complete research, maybe even use Google, before they jump to conclusions",train,703821117
6033,"Whataboutism,Straw_Men,Red_Herring",10572,10680,But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of.,But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of,train,703821117
6034,Doubt,10697,10805,That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,he failed to conclude his article with one great big important point about former CIA Director Richard Helms,train,703821117
6035,"Exaggeration,Minimisation",10740,10765,That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,great big important point,train,703821117
6036,"Exaggeration,Minimisation",10820,10845,That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,great big important point,train,703821117
6037,"Whataboutism,Straw_Men,Red_Herring",10860,10997,"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?","who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,”",train,703821117
6038,"Name_Calling,Labeling",11087,11105,"a perjurer.
A liar","a perjurer.
A liar",train,703821117
6039,Doubt,11221,11328,Shapira failed to note that Helms was convicted in a federal district court of lying to Congress under oath about another CIA regime-change operation ten years after the Kennedy assassination in Chile.,Shapira failed to note that Helms was convicted in a federal district court of lying to Congress under oath,train,703821117
6040,Loaded_Language,11655,11671,"The CIA published that secret assassination manual as part of its preparations for a U.S. regime-change operation in Guatemala, one that was designed to violently remove the nation’s democratically elected socialist president, Jacobo Arbenz, from office and replace him with an unelected, right-wing, pro-U.S. military general.",violently remove,train,703821117
6041,"Name_Calling,Labeling",12003,12039,"Thus, given that Helms was an admitted perjurer and convicted liar, what value does his denial that Oswald was an intelligence agent have?",admitted perjurer and convicted liar,train,703821117
6042,Repetition,12149,12243,"And Shapira, who “enjoys writing about people who have served in the military and intelligence communities” had an ethical duty to point out Helms’ proclivity for lying in his article.",who “enjoys writing about people who have served in the military and intelligence communities”,train,703821117
6043,"Exaggeration,Minimisation",12349,12363,The circumstantial evidence overwhelmingly establishes that Oswald was working for U.S. intelligence.,overwhelmingly,train,703821117
6044,"Name_Calling,Labeling",13152,13167,"After Oswald supposedly tried to “defect” to the Soviet Union and promised to give the Russians all the secrets he learned about in the military, why would U.S. officials agree to let him back in the country, and with a communist wife?",communist wife?,train,703821117
6045,Loaded_Language,13316,13369,"Why wouldn’t they harass, abuse, humiliate, persecute, or prosecute him, like they did to Martin Luther King, Dalton Trumbo, John Walker Lindh, Chelsea Manning, Edward Snowden, and other people they have deemed to be communists or traitors?","harass, abuse, humiliate, persecute, or prosecute him",train,703821117
6046,"Exaggeration,Minimisation",13902,13935,"How is it possible that a veteran who embarrasses the U.S. Marine Corps by openly proselytizing for communism in New Orleans is able to saunter across the Cold War stage of history, not long after the McCarthy hearings, without nary a care in the world?",without nary a care in the world?,train,703821117
6047,Causal_Oversimplification,13936,13958,The answer: Helms lied.,The answer: Helms lied,train,703821117
6048,Causal_Oversimplification,13960,14030,"There is no reasonable doubt that Oswald was a U.S. intelligence agent, one who was ordered to travel to Mexico City to set the framework for his frame-up.",There is no reasonable doubt that Oswald was a U.S. intelligence agent,train,703821117
6049,Loaded_Language,14142,14158,"But things obviously went dreadfully wrong in Mexico City, which is why the CIA had to shut down that part of the post-assassination investigation.",dreadfully wrong,train,703821117
6050,Flag-Waving,14419,14458,"As far back as 1953, the CIA published an assassination manual that the CIA succeeded in keeping secret from the American people for more than 40 years.",keeping secret from the American people,train,703821117
6051,Causal_Oversimplification,14511,14640,"Thus, when Oswald was claiming that he was being framed, there could be only one entity that he could have been thinking about: the CIA, the agency whose officials, as former Washington Post investigative reporter Jefferson Morley has documented, were secretly monitoring his activities in the weeks leading up to the assassination, no doubt to ensure that Oswald had not figured out what was about to happen to him.","when Oswald was claiming that he was being framed, there could be only one entity that he could have been thinking about: the CIA",train,703821117
6052,Causal_Oversimplification,14752,14920,"Thus, when Oswald was claiming that he was being framed, there could be only one entity that he could have been thinking about: the CIA, the agency whose officials, as former Washington Post investigative reporter Jefferson Morley has documented, were secretly monitoring his activities in the weeks leading up to the assassination, no doubt to ensure that Oswald had not figured out what was about to happen to him.","were secretly monitoring his activities in the weeks leading up to the assassination, no doubt to ensure that Oswald had not figured out what was about to happen to him",train,703821117
6053,Thought-terminating_Cliches,15047,15069,But no plan is perfect.,But no plan is perfect,train,703821117
6054,Causal_Oversimplification,15216,15279,That’s why the CIA has to continue keeping those records secret.,That’s why the CIA has to continue keeping those records secret,train,703821117
6055,Causal_Oversimplification,15785,15851,"Then why the hidden rifle?
Because it’s consistent with a frame-up","Then why the hidden rifle?
Because it’s consistent with a frame-up",train,703821117
6056,Loaded_Language,16195,16231,That’s where ingenuity and cunning come into play.,ingenuity and cunning come into play,train,703821117
6057,Causal_Oversimplification,16335,16411,That’s why they had shots fired from the front and placed Oswald in the rear.,That’s why they had shots fired from the front and placed Oswald in the rear,train,703821117
6058,Loaded_Language,16781,16835,It was one of the most brilliant and cunning ruses in history.,one of the most brilliant and cunning ruses in history,train,703821117
6059,Loaded_Language,16976,17013,"They get the body out of Parkland by force, in violation of Texas law, and put it in the hands of the military in Maryland, which conducts a secret fraudulent and bogus autopsy.",a secret fraudulent and bogus autopsy,train,703821117
6060,Appeal_to_Authority,17016,17049,(See my book The Kennedy Autopsy.),See my book The Kennedy Autopsy.),train,703821117
6061,Appeal_to_fear-prejudice,17150,17244,Lyndon Johnson telephones Dallas District Attorney Henry Wade on the night of the assassination and orders him to shut down any investigation of a conspiracy because it might lead to nuclear war.,orders him to shut down any investigation of a conspiracy because it might lead to nuclear war,train,703821117
6062,Appeal_to_fear-prejudice,17552,17689,Lyndon Johnson gets Earl Warren and Sen. Richard Russel to join the Warren Commission by telling them that the assassination could lead to World War III.,gets Earl Warren and Sen. Richard Russel to join the Warren Commission by telling them that the assassination could lead to World War III,train,703821117
6063,"Name_Calling,Labeling",18269,18325,And smear anyone who questions the official narrative as a “communist sympathizer” or a “conspiracy theorist.”,as a “communist sympathizer” or a “conspiracy theorist.”,train,703821117
6064,"Bandwagon,Reductio_ad_hitlerum",18275,18323,And smear anyone who questions the official narrative as a “communist sympathizer” or a “conspiracy theorist.”,communist sympathizer” or a “conspiracy theorist,train,703821117
6065,"Exaggeration,Minimisation",18378,18396,The CIA’s cunning cover-up in the JFK assassination worked brilliantly.,worked brilliantly,train,703821117
6066,Flag-Waving,18447,18550,"Thanks to President Trump and the CIA’s decision to continue keeping 98 percent of the CIA’s decades-long secret records secret from the American people, the CIA’s cunning cover-up of the JFK assassination continues to work brilliantly today.",to continue keeping 98 percent of the CIA’s decades-long secret records secret from the American people,train,703821117
6067,Repetition,18531,18550,"As far back as 1953, the CIA published an assassination manual that the CIA succeeded in keeping secret from the American people for more than 40 years.",the American people,train,703821117
6068,"Exaggeration,Minimisation",18604,18639,"Thanks to President Trump and the CIA’s decision to continue keeping 98 percent of the CIA’s decades-long secret records secret from the American people, the CIA’s cunning cover-up of the JFK assassination continues to work brilliantly today.",continues to work brilliantly today,train,703821117
6069,Doubt,537,662,"if Gillum is elected, none of the things outlined in his platform would happen.
He says that “that’s not for [voters] to know","if Gillum is elected, none of the things outlined in his platform would happen.
He says that “that’s not for [voters] to know",train,999001033
6070,Appeal_to_fear-prejudice,537,615,"Omar Smith, a Gillum campaign staffer who went to college with the candidate, says on video that if Gillum is elected, none of the things outlined in his platform would happen.","if Gillum is elected, none of the things outlined in his platform would happen",train,999001033
6071,Doubt,827,872,"NEW VERITAS: FL Gov Candidate Staffer Who Went to College with Gillum: ""Not for voters to know"" programs won't happen, “Modern day fairy tales start with once I am elected” Florida is a ""F***ed up"" ""cracker state"" FULL REPORT: https://t.co/fjmYBsb30k pic.twitter.com/IIGkqzMfbr — PVeritas Action (@PVeritas_Action) November 1, 2018","Not for voters to know"" programs won't happen",train,999001033
6072,Loaded_Language,939,967,"NEW VERITAS: FL Gov Candidate Staffer Who Went to College with Gillum: ""Not for voters to know"" programs won't happen, “Modern day fairy tales start with once I am elected” Florida is a ""F***ed up"" ""cracker state"" FULL REPORT: https://t.co/fjmYBsb30k pic.twitter.com/IIGkqzMfbr — PVeritas Action (@PVeritas_Action) November 1, 2018","a ""F***ed up"" ""cracker state",train,999001033
6073,"Exaggeration,Minimisation",1114,1224,"You whip 'em up.
The poor, the middle income.
You have to whip them up into a frenzy in order for them to vote","You whip 'em up.
The poor, the middle income.
You have to whip them up into a frenzy in order for them to vote",train,999001033
6074,Repetition,1245,1274,"You have to whip them up into a frenzy in order for them to vote"" because Florida is a ""F***ed up,"" ""cracker state,"" ""you have to appeal to white guilt"" pic.twitter.com/d0fd85zLF8 — James O'Keefe (@JamesOKeefeIII) November 1, 2018","a ""F***ed up,"" ""cracker state",train,999001033
6075,Loaded_Language,1287,1311,"You have to whip them up into a frenzy in order for them to vote"" because Florida is a ""F***ed up,"" ""cracker state,"" ""you have to appeal to white guilt"" pic.twitter.com/d0fd85zLF8 — James O'Keefe (@JamesOKeefeIII) November 1, 2018",to appeal to white guilt,train,999001033
6076,Loaded_Language,1392,1426,“The rules in Florida are f***ed up.,The rules in Florida are f***ed up,train,999001033
6077,Repetition,1445,1466,This is a f***ed up ass state.,a f***ed up ass state,train,999001033
6078,Repetition,1473,1488,"It’s a cracker state,” Smith says, explaining that a progressive agenda cannot pass and using a racial slur against white voters.",a cracker state,train,999001033
6079,Repetition,2460,2484,"You have to whip them up into a frenzy in order for them to vote"" because Florida is a ""F***ed up,"" ""cracker state,"" ""you have to appeal to white guilt"" pic.twitter.com/d0fd85zLF8 — James O'Keefe (@JamesOKeefeIII) November 1, 2018",to appeal to white guilt,train,999001033
6080,Doubt,3140,3262,… But I don’t think he can say it just [be]cause he’s trying to get the moderates and the gun-toting people in North Florida.”,But I don’t think he can say it just [be]cause he’s trying to get the moderates and the gun-toting people in North Florida,train,999001033
6081,"Name_Calling,Labeling",3224,3245,… But I don’t think he can say it just [be]cause he’s trying to get the moderates and the gun-toting people in North Florida.”,the gun-toting people,train,999001033
6082,Loaded_Language,3560,3615,Will there be wall-to-wall coverage in the media eviscerating Gilllum for making promises he can’t keep?,wall-to-wall coverage in the media eviscerating Gilllum,train,999001033
6083,Loaded_Language,3713,3724,"It’s a cracker state,” Smith says, explaining that a progressive agenda cannot pass and using a racial slur against white voters.",racial slur,train,999001033
